title,link,description,published,contributors
Newsroom edition: why life for women and men is still not equal,https://www.theguardian.com/australia-news/audio/2025/mar/07/newsroom-edition-why-life-for-women-and-men-is-still-not-equal-full-story-podcast,"In the past 20 years men have not increased the amount of housework they do, despite women’s workloads increasing. While they’re at work, women are still earning less than men. And as these inequalities continue to play out, Donald Trump’s assault on diversity and inclusion programs threatens to spill over into Australia.Bridie Jabour talks with the editor-in-chief, Lenore Taylor, the head of newsroom, Mike Ticher, and the national news editor, Josephine Tovey, about the gender pay gap, and why life for women and men is still not equal",2025-03-07,"Presented by Bridie Jabour with Lenore Taylor, Mike Ticher, and Josephine Tovey. Produced by Miles Herbert and Daniel Semo."
How do we close the orgasm gap?,https://www.theguardian.com/australia-news/audio/2025/mar/06/how-do-we-close-the-orgasm-gap-full-story-podcast,"We all deserve pleasure, so why don’t cisgendered women feel entitled to it? The orgasm gap shines a light on not only why strict social norms trap both men and women in unfulfilling sex lives, but how our current sex-positive era may not deliver the sexual liberation women have been waiting for.Guardian Australia lifestyle editor and the author of All Women Want, Alyx Gorman, explains to Reged Ahmad why too many women are having mediocre sex – and what can be done to fix it",2025-03-06,Presented by Reged Ahmad with Alyx Gorman; produced by Allison Chan and Isabella Lee; sound design and mix by Daniel Semo; the  executive producer was Miles Herbert
Trump v Zelenskyy and the 10-minute tirade that changed the world,https://www.theguardian.com/australia-news/audio/2025/mar/04/trump-v-zelenskyy-and-the-10-minute-tirade-that-changed-the-world-full-story-podcast,"The US is pausing military aid to Ukraine, days after the US president, Donald Trump, clashed with Ukraine’s president, Volodymyr Zelenskyy, in the Oval Office.Washington DC bureau chief David Smith tells Nour Haydar why the withholding of US military support is a ‘devastating blow’ to Ukraine and what it means for a changing international order",2025-03-04,Presented by Nour Haydar with David Smith; produced by Karishma Luthria and Miles Herbert; sound design and mix by Daniel Semo; the executive producer is Hannah Parkes
Censorship and the ongoing fallout from the Venice Biennale saga,https://www.theguardian.com/australia-news/audio/2025/mar/03/censorship-and-the-ongoing-fallout-from-the-venice-biennale-saga-full-story-podcast,"Just last month, artist Khaled Sabsabi told Full Story he never imagined he’d be picked as Australia’s representative for the 2026 Venice Biennale. Days later, he was unceremoniously dropped by Creative Australia. The abrupt move set off a series of recriminations and left the art world reeling.Nour Haydar tells Reged Ahmad how it all unfolded and why the move has left many outraged about the precedent it sets",2025-03-03,Presented by Reged Ahmad with Nour Haydar. Produced by Karishma Luthria. Sound design and mix by Camilla Hannan. The executive producer of Full Story is Hannah Parkes.
How Trump unleashed chaos in science,https://www.theguardian.com/australia-news/audio/2025/mar/03/how-trump-unleashed-chaos-in-science-full-story-podcast,"In his first month in office the US president has thrown science in the US into chaos, delaying projects and casting the future of research funding and jobs into doubt. To understand everything that has happened in the month since he took office and what its impact could be, Madeleine Finlay hears from science editor Ian Sample and Prof Harold Varmus, a Nobel prize winner and former director of the National Institutes of Health under Bill Clinton",2025-03-03,"Presented and produced by Madeleine Finlay with Ian Sample, sound design by Joel Cox , executive producer Ellie Bury"
"Back to Back Barries: Trump, the great disrupter",https://www.theguardian.com/australia-news/audio/2025/mar/01/back-to-back-barries-trump-the-great-disrupter,"This week, in Guardian Australia’s new politics podcast, Barrie Cassidy and Tony Barry examine events that disrupt election campaigns – and there is no greater disrupter than Donald Trump.Also on the table: bulk-billing policy, questions about Peter Dutton’s share purchases and the political reaction to China’s live-fire drills.",2025-03-01,Presented by Barrie Cassidy and Tony Barry; produced by Camilla Hannan; theme composed by Joe Koning; executive producer is Hannah Parkes
"Newsroom edition: Jeff Bezos, Donald Trump and their attacks on the media",https://www.theguardian.com/australia-news/audio/2025/feb/27/newsroom-edition-jeff-bezos-donald-trump-and-their-attacks-on-the-media-full-story-podcast,"This week the Trump administration announced that it would be the White House, not the independent journalists’ association, that decides who gets to cover the president up close. The unprecedented move comes as the Associated Press continues to be barred from the Oval Office and Air Force One, after it refused to follow Trump in renaming the Gulf of Mexico as the Gulf of America. And just yesterday, Jeff Bezos, the owner of the Washington Post declared that only opinions that support ‘personal liberties’ and ‘free markets’ would be welcome in the pages of his newspaper. Bridie Jabour talks with editor-in-chief of the Guardian Katharine Viner about the increasing threat to press freedom in the wake of these attacks on the media",2025-02-27,"Presented by Bridie Jabour with Katharine Viner. Produced by Miles Herbert, Cinnamon Nippard, and Camilla Hannan"
Taiwan holds its breath as Trump turns on Ukraine,https://www.theguardian.com/australia-news/audio/2025/feb/26/taiwan-holds-its-breath-as-trump-turns-on-ukraine-full-story-podcast,"Within a month of returning to the White House, Donald Trump has upended decades of American foreign policy on Russia and Ukraine – and his unpredictable rhetoric and abrupt policy changes have also raised questions about US support for Taiwan against China, leaving people on the island on edge.The Guardian’s correspondent in Taipei, Helen Davidson, tells Nour Haydar what we know so far about Trump’s stance on Taiwan – and what’s at stake",2025-02-26,Presented by Nour Haydar with Helen Davidson; produced by Allison Chan and Miles Herbert; sound design and mix by Camilla Hannan; the executive producer is Hannah Parkes
The religious sect members who killed Elizabeth Struhs,https://www.theguardian.com/australia-news/audio/2025/feb/25/the-religious-sect-members-who-killed-elizabeth-struhs-full-story-podcast,"Last month, 14 adult members of Australian religious sect the Saints were found guilty of the manslaughter of eight-year-old Elizabeth Struhs.Today they are due to be sentenced for their crimes.Queensland state reporter Andrew Messenger, tells Reged Ahmad about why insulin was withheld from the eight-year-old type 1 diabetic, and what we know about the sect",2025-02-25,Presented by Reged Ahmad with Andrew Messenger; produced by Miles Herbert with additional production by Isabella Lee; sound design by Camilla Hannan; Executive producer Hannah Parkes
Could you live without money?,https://www.theguardian.com/australia-news/audio/2025/feb/24/could-you-live-without-money-full-story-podcast,"Jo Nemeth has lived without money for 10 years. When Guardian Australia published her story last month, some readers were critical of her decisions and described her as a ‘bludger’. Jo speaks to Reged Ahmad about living and working in a nine-person household, the importance of community and the limits of moneyless living  You can support the Guardian at theguardian.com/fullstorysupport",2025-02-24,Presented by Reged Ahmad. Produced by Laura Corrigan and Allison Chan. Sound design and mix by Cinnamon Nippard. The executive producer of Full Story is Hannah Parkes
