title,link,description,published,contributors
Australia’s growing fentanyl overdose problem,https://www.theguardian.com/australia-news/audio/2022/sep/07/australias-growing-fentanyl-overdose-problem,A new report shows fentanyl overdose deaths are on the rise in Australia and experts are warning that the potent drug could rapidly emerge as a major killer like it is in the US.Medical editor Melissa Davey speaks to Laura Murphy-Oates about why deaths are rising and how to prevent an overdose crisis,2022-09-07,"Presented by Laura Murphy-Oates, reported by Melissa Davey, produced by Karishma Luthria, with sound design and mixing by Daniel Semo. Executive producers are Miles Martignoni, Gabrielle Jackson, Molly Glassey and Laura Murphy-Oates"
How Labor plans to change Australia’s workforce,https://www.theguardian.com/australia-news/audio/2022/sep/06/how-labor-plans-to-change-australias-workforce,"Stagnant wages, skills shortages and an ageing workforce are just some of the problems plaguing Australia’s economic future. Political reporter Paul Karp talks to Jane Lee about how Labor’s jobs and skills summit tried to tackle these issues in two days",2022-09-06,"Presented by Jane Lee, produced by Karishma Luthria, with sound design and mixing by Joe Koning. Executive producers are Miles Martignoni and Laura Murphy-Oates"
Why scientists – and Chris Hemsworth – want to resurrect the Tasmanian tiger,https://www.theguardian.com/australia-news/audio/2022/sep/05/why-scientists-and-chris-hemsworth-want-to-resurrect-the-tasmanian-tiger,"The Tasmanian tiger was declared extinct in the 1980s, but now a team of scientists from the US and Australia want to bring it back to life – launching an ambitious multimillion-dollar project, with the backing of investors and celebrities like Chris Hemsworth. However, some in the scientific community question whether this project is worthwhile and scientifically possible.The Guardian Australia climate and environment editor Adam Morton speaks to Laura Murphy-Oates about the science behind bringing back the Tasmanian tiger and what this project could mean for the broader extinction crisis",2022-09-05,"Presented by Laura Murphy-Oates, reported by Adam Morton. Produced by Karishma Luthria and Camilla Hannan who also did the sound design and mixing. Executive producers Miles Martignoni, Gabrielle Jackson, Molly Glassey and Laura Murphy-Oates"
The Teacher’s Pet and our obsession with true crime,https://www.theguardian.com/australia-news/audio/2022/sep/01/the-teachers-pet-and-our-obsession-with-true,"On Tuesday, Christopher Dawson was found guilty of murdering his former wife Lynette, 40 years ago, in Sydney’s northern beaches. The hit podcast Teachers Pet, from the Australian and Hedley Thomas, explored the disappearance of Lynette and the relationship between Dawson and a 16 year old student who was the family’s babysitter. The podcast has been credited by some for Dawson being charged with murder.In this episode of Full Story, Gabrielle Jackson talks to Jo Tovey and Mike Ticher about The Teacher’s Pet and the ethics of true crime journalism",2022-09-01,Presented by Gabrielle Jackson with Mike Ticher and Josephine Tovey . Produced by Miles Herbert and Daniel Semo . Executive produced by Gabrielle Jackson and Miles Martignoni
Why are jobseekers sent to body language courses as job agencies profit?,https://www.theguardian.com/australia-news/audio/2022/sep/01/why-are-jobseekers-sent-to-body-language-courses-as-job-agencies-profit,"Jobseekers are being forced to travel hundreds of kilometres, miss work and complete training courses they don’t need to qualify for unemployment benefits. Luke Henriques-Gomes explains to Laura Murphy-Oates why some problems persist under the revamped Workforce Australia program",2022-09-01,"Presented by Laura Murphy-Oates, reported by Luke Henriques-Gomes and produced by Karishma Luthria, Jane Lee and Joe Koning, who also did the sound design and mixing. Executive producers are Miles Martignoni, Gabrielle Jackson, Molly Glassey and Laura Murphy-Oates"
Why is Labor keeping tax cuts for the rich?,https://www.theguardian.com/australia-news/audio/2022/aug/31/why-is-labor-keeping-tax-cuts-for-therich,"As the cost of living rises, the Albanese government is facing pressure to scrap $243bn worth of tax cuts legislated under the Morrison government that predominantly benefit the wealthiest Australians. Critics, including former Reserve Bank governor, Bernie Fraser, say these cuts are expensive and bad policy and the pandemic has made them even less affordable. Political reporter Amy Remeikis talks to Laura Murphy-Oates about whether Australia can afford tax cuts for the rich, and why Labor is standing by them",2022-08-31,"Presented by Laura Murphy-Oates with Amy Remeikis. Produced by Karishma Luthria, sound design and mixing by Daniel Semo. The Executive producers are Gabrielle Jackson and Miles Martignoni"
Can Australia contain the monkeypox outbreak?,https://www.theguardian.com/australia-news/audio/2022/aug/30/australias-monkeypox-outbreak,"As monkeypox cases rise around the country, Australia is rolling out a vaccine. However, supply is limited – with strict eligibility criteria applied to Australia’s 450,000 doses.Science reporter Donna Lu explains everything you need to know about monkeypox, the vaccine, and how we’re tackling this outbreak",2022-08-30,"Presented by Laura Murphy-Oates, Reported by Donna Lu, Produced by Jane Lee, Joey WatsonSound Design and Mixing by Joe Koning Executive Producers Miles Martignoni, Gabrielle Jackson, Molly Glassey, Laura Murphy-Oates"
Is Trump back in Murdoch’s good books?,https://www.theguardian.com/australia-news/audio/2022/aug/29/is-trump-back-in-murdochs-good-books,"At the end of July, it was reported that Fox News and other publications owned by Rupert Murdoch were starting to abandon their extensive coverage of Donald Trump. However, after the FBI launched an unprecedented raid on his Mar-a-Lago home as part of an investigation into Trump’s potentially unlawful removal of White House records when he left office, the former president was back to getting some favourable coverage, at least on Fox News.This week, Joan E Greve speaks to former Republican congressional communications director Tara Setmayer about how in the long term, this ongoing scandal could be beneficial to Trump",2022-08-29,"Presented by  Joan E Greve , with Tara Setmayer produced by  Danielle Stephens , and the executive producer is  Max Sanderson"
Are prime ministers allowed to party? From Sanna Marin to Albanese and Hawke – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2022/aug/25/authenticity-and-gendered-expectations-of-leadership-with-lenore-taylor,"Finnish prime minister Sanna Marin made headlines around the world this week after a video of her singing and dancing at a party was leaked to the media. Critics said it showed a lack of responsibility and care for her job. But when Anthony Albanese showed up at a rock concert this week, it prompted cheers from the crowd.In this episode of Full Story, Gabrielle Jackson talks to Lenore Taylor and Mike Ticher about gendered double standards and what makes an ‘authentic’ leader",2022-08-25,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher . Produced by Miles Herbert and Daniel Semo . Executive produced by Gabrielle Jackson and Miles Martignoni
‘Living in threat’: six months of limbo in the flood zone,https://www.theguardian.com/australia-news/audio/2022/aug/25/living-in-threat-six-months-of-limbo-in-the-flood-zone,"Last week the New South Wales government unveiled their long-awaited flood recovery response, promising to reform its disaster agencies and introduce land swaps and buybacks for flood-prone communities. With more than 5,000 homes left uninhabitable across the state and months of further La Niña-driven rain forecast ahead, residents say they need ‘more detail’ and ‘urgent action’.NSW state reporter Tamsin Rose speaks to flood-affected residents and details the NSW government’s flood response",2022-08-25,"Reported by Tamsin Rose, presented by Laura Murphy-Oates; produced by Miles Herbert, Camilla Hannanand Joe Koningwho also did the sound design and mixing; the executive producers are Miles Martignoni; Gabrielle Jackson; Molly Glasseyand Laura Murphy-Oates"
