title,link,description,published,contributors
"Albanese meets Trump: a win for the PM, but Kevin Rudd? Not so much",https://www.theguardian.com/australia-news/audio/2025/oct/21/albanese-meets-trump-a-win-for-the-pm-but-kevin-rudd-not-so-much-full-story-podcast,"The long-awaited meeting between Anthony Albanese and Donald Trump has taken place at the White House. It’s being hailed as a success for the prime minister, who left with an endorsement for Aukus and his leadership – but what else did we learn?Political reporter Josh Butler speaks to Reged Ahmad from Washington about what it was like in the room as the two leaders met face-to-face, what it means for Australia’s relationship with the US and THAT comment about Kevin Rudd",2025-10-21,Presented by Reged Ahmad with Josh Butler; produced by Miles Herbert; sound design and mix by Karishma Luthria; executive producer is Hannah Parkes
Australian Gaza flotilla activist on his time in a notorious Israeli prison,https://www.theguardian.com/australia-news/audio/2025/oct/21/australian-gaza-flotilla-activist-on-his-time-in-an-israeli-prison-full-story-podcast,"Earlier this month Australian Surya McEwen was among hundreds of humanitarians and activists onboard an aid flotilla bound for Gaza when the fleet was intercepted by the Israeli military.McEwen joins Nour Haydar to talk about what it was like being inside Israel’s Ketziot prison, the conditions detainees face and why he continues to fight for Palestine",2025-10-21,Presented by Nour Haydar with Surya McEwen; produced by Nour Haydar and Karishma Luthria. Sound design and mix by Daniel Semo; executive producer Hannah Parkes
Arthur Sinodinos on how Albanese can tackle Trump,https://www.theguardian.com/australia-news/audio/2025/oct/20/arthur-sinodinos-on-how-albanese-can-tackle-trump-full-story-podcast,Anthony Albanese is set to have his first face-to-face meeting with the US president at the White House.Reged Ahmad speaks to former ambassador to the US and former Liberal senator Arthur Sinodinos – a man who’s been in the room with Donald Trump – on what Australia should be offering this most unpredictable of presidents,2025-10-20,Presented by Reged Ahmad with Arthur Sinodinos; produced by Karishma Luthria and Camilla Hannan who also did the sound design and mix; executive producer Hannah Parkes
Traitor or faithful: how to spot a liar,https://www.theguardian.com/australia-news/audio/2025/oct/18/how-spot-liar-full-story-podcast,"The BBC hit series Traitors is a show that depends on being able to accurately spot a liar, but are any deception detection methods actually backed up by science?Madeleine Finlay speaks to Timothy Luke, a senior lecturer in the department of applied psychology at the University of Gothenburg, to find out whether sweating, nervous tics and reduced eye contact really can alert us to deception – and if not, what can?",2025-10-18,Presented and produced by Madeleine Finlay; sound design by Joel Cox; executive producer Ellie Bury
"Newsroom edition: Albanese prepares to meet Trump, SXSW Live",https://www.theguardian.com/australia-news/audio/2025/oct/17/albanese-prepares-meet-trump-sxsw-live-full-story-podcast,"Live from the South by Southwest festival in Sydney, Bridie Jabour talks to the editor, Lenore Taylor, the head of newsroom, Mike Ticher, and senior audio producer Miles Herbert about how Anthony Albanese will navigate meeting Donald Trump as Australians watch America’s authoritarian turn",2025-10-17,"Presented by Bridie Jabour, with Lenore Taylor, Mike Ticher and Miles Herbert. Sound design and mixing by Joe Koning"
Can a fragile ceasefire hold in Gaza?,https://www.theguardian.com/australia-news/audio/2025/oct/15/can-a-fragile-ceasefire-hold-in-gaza-full-story-podcast,The Gaza ceasefire has only just begun but fractures are already appearing.Middle East writer William Christou speaks to Reged Ahmad from Jerusalem on the mammoth task of rebuilding and if this truce can be turned into a long-lasting peace,2025-10-15,Presented by Reged Ahmad with William Christou; produced by Miles Herbert and Shadi Khan Saif; sound design and mix by Joe Koning. The executive producer is Hannah Parkes
The dark underside of the NSW blueberry industry,https://www.theguardian.com/australia-news/audio/2025/oct/14/the-dark-underside-of-the-nsw-blueberry-industry-full-story-podcast,"The Australian blueberry industry has experienced rapid and unprecedented expansion in recent years.And while the increase in production means cheaper prices and more choice at the checkout, there is a dark side to the industry unseen to shoppers.Investigative journalist and Guardian Australia NSW state correspondent Anne Davies speaks to Nour Haydar about growing concerns over treatment of workers, and the use of pesticides in the intensive farming of the fruit",2025-10-14,Presented by Nour Haydar with Anne Davies; produced by Allison Chan and Miles Herbert; sound design and mix by Daniel Semo. The executive producer is Hannah Parkes
Release of Israeli hostages and Palestinian detainees: how the day unfolded,https://www.theguardian.com/australia-news/audio/2025/oct/14/release-of-israeli-hostages-and-palestinian-detainees-how-the-day-unfolded-full-story-podcast,"As Israeli and Palestinian families waited for loved ones to be released, Trump met world leaders to continue ceasefire talks. Will Christou, Dan Boffey and Jason Burke report on an extraordinary day in the Middle East",2025-10-14,"Presented by Lucy Hough with William Christou, Daniel Boffey and Jason Burke; produced by Alex Atack, Eli Block, Tom Glasser, Sinéad Campbell and Rudi Zygadlo; executive producer Homa Khaleeli"
What Pocock’s ban from parliament’s sport club says about lobbying,https://www.theguardian.com/australia-news/audio/2025/oct/13/what-pococks-ban-from-parliaments-sport-club-says-about-lobbying-full-story-podcast,"Last week, independent senator and former elite athlete David Pocock was banned from the parliament’s social sports club after raising concerns about its association with gambling lobbyists.Senior reporter Henry Belot speaks to Reged Ahmad about how he broke the story and what the saga says about how lobbyists access politicians",2025-10-13,Presented by Reged Ahmad with Henry Belot; produced by Karishma Luthria; sound design and mixing by Daniel Semo; executive producer is Hannah Parkes
Could Japan get its own Thatcher this week?,https://www.theguardian.com/australia-news/audio/2025/oct/13/could-japan-get-its-own-thatcher-this-week-full-story-podcast,"A former heavy metal drummer who cites Margaret Thatcher as an influence, Sanae Takaichi could make history this week if chosen to become Japan’s first female prime minister. Guardian Japan correspondent Justin McCurry speaks to Reged Ahmad about the rise of the polarising politician and her tough approach to China",2025-10-13,Presented by Reged Ahmad with Justin McCurry; produced by Daniel Semo who also did the sound design and mix; production assistance by Allison Chan and Shadi Khan Saif; executive producer is Hannah Parkes
