title,link,description,published,contributors
Book It In: Tony Birch on writing true characters in fiction,https://www.theguardian.com/australia-news/audio/2022/jan/01/book-it-in-tony-birch-on-writing-true-characters-in-fiction,"Paul Daley talks to Tony Birch about finding affection on the so-called margins of the inner city, the injustice of climate change and blak humour. Birch also describes why he doesn’t view his fiction as having a political message",2022-01-01,"Interview by Paul Daley with Tony Birch. Produced by Allison Chan, Daniel Semo and Karishma Luthria. Executive producers Gabrielle Jackson and Melanie Tait"
"A journey down WA’s mighty Martuwarra, raging river and sacred ancestor",https://www.theguardian.com/australia-news/audio/2021/dec/31/a-journey-down-was-mighty-martuwarra-raging-river-and-sacred-ancestor,"Traditional owners are standing together to protect the Fitzroy – a ‘beautiful, living water system’. This story by Indigenous affairs editor Lorena Allam is one of our best episodes of the Guardian Australia Reads podcast in 2021",2021-12-31,"Hosted by Jane Lee, recommended by Gabrielle Jackson, written by Lorena Allam, read by Megan Wilding, produced by Daniel Semo, Camilla Hannan and Allison Chan. Executive producers Gabrielle Jackson and Melanie Tait"
"The lion in the London black cab: the remarkable story of Singh, and the boy who loved him",https://www.theguardian.com/australia-news/audio/2021/dec/30/the-lion-in-the-london-black-cab-the-remarkable-story-of-singh-and-the-boy-who-loved-him,"Gifted as a cub by a maharajah to a young British boy, Singh lived at a house in Surrey before outgrowing his home and being driven in a black cab to the zoo. This surprising story by Ben Doherty is one of our best episodes from the Guardian Australia Reads podcast in 2021.",2021-12-30,"Hosted by Jane Lee, Written by Ben Doherty, recommended by Mike Ticher, read by Emily Elise, produced by Camilla Hannan, Miles Herbertand Allison Chan. Executive producers Miles Martignoni and Gabrielle Jackson"
‘They will kill you’: a future leader of Afghanistan on the price he paid for freedom,https://www.theguardian.com/australia-news/audio/2021/dec/29/they-will-kill-you-a-future-leader-of-afghanistan-on-the-price-he-paid-for-freedom,"Mohammad Zaman Khadimi was forced to make an impossible choice as he fled the Taliban for sanctuary in Australia.In one of our best episodes from the Guardian Australia Reads podcast in 2021 – Ben Doherty tells the story of Khadimi, a young Hazara man who walked out of class one morning and into a world entirely changed",2021-12-29,"Hosted by Jane Lee, written by Ben Doherty, recommended by Shelley Hepworth, read by Shaka Cook, produced by Camilla Hannan, Soofia Tariqand Allison Chan. Executive producers Gabrielle Jacksonand Miles Martignoni"
‘Dingoes were here first’: the landowners who say letting ‘wild dogs’ live pays dividends,https://www.theguardian.com/australia-news/audio/2021/dec/28/dingoes-were-here-first-the-landowners-who-say-letting-wild-dogs-live-pays-dividends,"Some farmers see a vicious pest that should be shot on sight, others a native species that plays a vital role in Australia’s ecosystem.In one of our best episodes from the Guardian Australia Reads podcast in 2021, Adam Morton looks at the conflicting views of what to do about the dingo",2021-12-28,"Presented by Jane Lee, recommended by Mike Ticher, written by Adam Morton, read by Dorje Swallow and produced by Camilla Hannan. Executive producers Gabrielle Jacksonand Miles Martignoni"
The secret to happiness in uncertain times? Give up pursuing it,https://www.theguardian.com/australia-news/audio/2021/dec/27/the-secret-to-happiness-in-uncertain-times-give-up-pursuing-it,"By striving for tranquility rather than gratification you are less likely to ruin your own day and you’ll be more pleasant to others.In one of our best episodes from the Guardian Australia Reads podcast in 2021, Brigid Delaney examines an ancient way to pursue happiness",2021-12-27,"Presented by Jane Lee, recommended by Alyx Gorman, written by Brigid Delaney, read by Carmelina Di Guglielmo, produced by Allison Chanand Camilla Hannan; executive producers are Gabrielle Jacksonand Miles Martignoni"
"Book It In: Kathryn Heyman on fury, trauma and personal transformation",https://www.theguardian.com/australia-news/audio/2021/dec/25/book-it-in-kathryn-heyman-on-fury-trauma-and-personal-transformation,"In this episode of our new podcast Book It In, features editor Lucy Clark talks to Kathryn Heyman about the indignities that women endure throughout their lives and the craft of writing a memoir",2021-12-25,Interview by Lucy Clark with Kathryn Heyman. Produced by Allison Chan and Daniel Semo. Executive producers Gabrielle Jackson and Melanie Tait
2021 wrapped: news – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2021/dec/24/2021-wrapped-news-with-lenore-taylor,"After a year of Covid, climate change and holding politicians to account, Gabrielle Jackson talks to Guardian Australia editor Lenore Taylor about the year in news and politics",2021-12-24,Presented by Gabrielle Jackson with Lenore Taylor. Produced by Miles Herbert and Camilla Hannan. Executive produced by Gabrielle Jackson
2021 Wrapped: the internet,https://www.theguardian.com/australia-news/audio/2021/dec/23/2021-wrapped-the-internet,"Laura Murphy-Oates and Saved for Later host Michael Sun look at the best and worst moments on the internet in 2021 – from senator Jacqui Lambie dancing on a table, to shitposting comedians and the Instagram accounts bringing joy and community during lockdown",2021-12-23,"Presented by Laura Murphy-Oates and Michael Sun. Produced by Karishma Luthria and mixing byCamilla Hannan  . Executive producersGabrielle Jackson, Melanie Tait and Laura Murphy-Oates"
2021 Wrapped: sport,https://www.theguardian.com/australia-news/audio/2021/dec/22/2021-wrapped-sport,"From reckonings on race and gender inequality, to Australian sporting heroes shining on the international stage – Guardian Australia sports editor Mike Hytner and deputy editor Emma Kemp talk to Laura Murphy-Oates about the biggest moments in sport in 2021",2021-12-22,"Presented by Laura Murphy-Oates and reported by Emma Kemp and Mike Hytner; produced by Ellen Leabeater; sound design and mixing by Joe Koning; the executive producers are Gabrielle Jackson, Melanie Tait and Laura Murphy-Oates"
