title,link,description,published,contributors
What happens if voters desert both of Australia’s main parties? – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2022/may/06/what-happens-if-voters-desert-both-of-australias-main-parties-with-lenore-taylor,"Labor and the Coalition are on track for their lowest ever primary vote. As minor parties and ‘teal independents’ make their pitch to voters in hopes of winning the balance of power, the Coalition has issued dramatic warnings about the consequences of a minority government. In this episode of Full Story, Gabrielle Jackson talks to Lenore Taylor and Mike Ticher about why voters are turning away from the two-party system and whether a hung parliament would really be chaos",2022-05-06,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and Camilla Hannan. Executive producers Miles Martignoni and Gabrielle Jackson
Campaign catchup: which party do you trust most to defend Australia?,https://www.theguardian.com/australia-news/audio/2022/may/05/campaign-catchup-which-party-do-you-trust-most-to-defend-australia,Australia’s slanging match with Solomon Islands and the threat of China in the Pacific region continue to put pressure on the Coalition’s campaign. Defence and foreign affairs correspondent Daniel Hurst talks to Jane Lee about how the major parties plan to tackle defence challenges if they win the election,2022-05-05,Presented by Jane Lee with Daniel Hurst. Produced by Daniel Semo. The executive producer is Miles Martignoni
The lifesaving Covid-19 treatments offering hope amid Australia’s high case numbers,https://www.theguardian.com/australia-news/audio/2022/may/05/the-lifesaving-covid-19-treatments-offering-hope-amid-australias-high-case-numbers,"With Australia’s Covid cases per capita among the highest in the world, new antivirals such as Paxlovid and Lagevrio as well as intravenous treatments like sotrovimab are offering some hope for the severely ill, elderly and immunocompromised. However Australia’s peak body for GPs says some people at greatest risk of dying from Covid are being prevented from accessing these treatments.Medical editor Melissa Davey breaks down what Australia’s high case numbers and deaths mean, how these new treatments work, and the barriers to accessing them.",2022-05-05,"Presented by Laura Murphy-Oates, reported by Melissa Davey. Produced by Joe Koning, Ellen Leabeater and Karishma Luthria. Sound design and mixing by Camilla Hannan. Executive producers Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
Campaign catchup: Will Josh Frydenberg lose his seat to a teal independent?,https://www.theguardian.com/australia-news/audio/2022/may/04/campaign-catchup-will-josh-frydenberg-lose-his-seat-to-a-teal-independent,"There is a battle on in the Victorian seat of Kooyong, where Josh Frydenberg says he is in the ‘fight of his life’ against independent Monique Ryan. Chief political correspondent Sarah Martin joins Jane Lee to discuss why Australia’s treasurer is in danger of losing his formerly safe Liberal seat",2022-05-04,Presented by Jane Lee with Sarah Martin. Produced by Allison Chan. The executive producers are Miles Martignoni and Gabrielle Jackson
Is the safe Nationals seat of Nicholls up for grabs?,https://www.theguardian.com/australia-news/audio/2022/may/04/is-the-safe-nationals-seat-of-nicholls-up-for-grabs-full-story-podcast,"With the MP for Nicholls, Damian Drum, retiring the very safe Nationals seat where conservative meets rural is now set for a showdown. It could swing to the Liberal party or to the prominent independent Rob Priestly, who claims the Nationals are no longer delivering on the interests of Nicholls.Guardian Australia’s rural and regional editor, Gabrielle Chan, speaks to residents and candidates in the seat about irrigation issues, jobs, healthcare and what voters want from their elected representatives",2022-05-04,"Presented by Laura Murphy-Oates, reported by Gabrielle Chan. Produced by Karishma Luthria. Sound design and mixing by Daniel Semo. Executive producers Miles Martignoni and Laura Murphy-Oates"
Campaign catchup: how will an interest rate rise affect the election?,https://www.theguardian.com/australia-news/audio/2022/may/03/campaign-catchup-how-will-an-interest-rate-rise-affect-the-election,Chief political correspondent Sarah Martin joins Jane Lee to discuss what the Reserve Bank’s decision to lift the cash rate means and how it will affect the economic narrative the Coalition is relying on in their election campaign pitch,2022-05-03,Presented by Jane Lee with Sarah Martin. Produced by Allison Chan and Karishma Luthria. The executive producers are Miles Martignoni and Gabrielle Jackson
Survivors of Australia’s bushfires still waiting for homes,https://www.theguardian.com/australia-news/audio/2022/may/03/survivors-of-australias-bushfires-still-waiting-for-homes,"For many survivors of the 2019-2020 Black Summer bushfires, the upcoming winter will be their third in temporary accommodation, and some feel like they’ve been left to fend for themselves throughout the recovery. Rural Network reporter Natasha May explores what the past two years have been like for survivors in NSW and Victoria, and how red tape, the pandemic and a lack of government assistance has left some people out in the cold",2022-05-03,"Presented by Laura Murphy-Oates and reported by  Natasha May. Produced by Jake Morcom and Joe Koning, who also did the sound design. Executive Producers are Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates."
Campaign catchup: has Labor’s campaign launch set them up for victory?,https://www.theguardian.com/australia-news/audio/2022/may/02/campaign-catchup-has-labors-campaign-launch-set-them-up-for-victory,"As we reach the halfway point of the election campaign, political editor Katharine Murphy has been following the opposition leader, Anthony Albanese, around the country. She speaks to Jane Lee from Brisbane about who Albanese is trying to convince to vote for his party and where Labor needs to win to form government",2022-05-02,Presented by Jane Lee with Katharine Murphy. Produced by Allison Chan. The executive producers are Miles Martignoni and Gabrielle Jackson
Will Elon Musk regret buying Twitter?,https://www.theguardian.com/australia-news/audio/2022/may/02/will-elon-musk-regret-buying-twitter,It’s not rocket science – but it might be even harder. Alex Hern explains why Elon Musk may find that running Twitter and making a profit is a greater challenge than he bargained for,2022-05-02,Presented by Michael Safi with Alex Hern. Produced by Tom Glasser and Alex Atack. Executive producers are Phil Maynard and Mythili Rao. Additional production by Joe Koning
How political parties use memes to sway young voters,https://www.theguardian.com/australia-news/audio/2022/apr/30/how-political-parties-use-memes-to-sway-young-voters,"On a very special, election-themed episode of Guardian Australia’s online culture podcast, Saved For Later, Michael Sun is joined by reporter and resident TikToker Matilda Boseley to explain the best and worst of #auspol election memes, and how political parties try and use memes to sway young voters",2022-04-30,"Presented by Michael Sun with Matilda Boseley. Produced by Miles Herbert , Camilla Hannan and Joe Koning . Executive producers Miles Martignoni and Steph Harmon"
