title,link,description,published,contributors
The new evidence that could see Kathleen Folbigg walk free,https://www.theguardian.com/australia-news/audio/2023/may/08/the-new-evidence-that-could-see-kathleen-folbigg-walk-free-full-story-podcast,Kathleen Folbigg has spent almost 20 years in a NSW prison since she was found guilty of killing her four children. But was she convicted of crimes she didn’t commit?Donna Lu discusses with Jane Lee how science is shedding new light on the Folbigg case,2023-05-08,"Presented by Jane Lee with Donna Lu, produced by Allison Chan with sound design by Camilla Hannan. Executive producer Hannah Parkes"
Is Australia misusing its anti-terror powers?,https://www.theguardian.com/australia-news/audio/2023/may/08/is-australia-misusing-its-anti-terror-powers-full-story-podcast,"The federal and New South Wales governments have wielded extraordinary powers to detain or control individuals for potential future crimes. These powers are designed to prevent terrorist attacks, but Guardian Australia has revealed that a terror risk assessment tool used by the government is flawed, and this flaw was kept secret for years.Christopher Knaus and Nino Bucci on Australia’s powerful anti-terror laws, and why legal bodies and the national security law watchdog want them to change",2023-05-08,"Presented by Laura Murphy-Oates with Christopher Knaus and Nino Bucci,  produced by Karishma Luthria, Laura Murphy-Oates and Joe Koning. Sound design by Joe Koning and Daniel Semo. Executive producer Miles Martignoni"
Are young people being denied a fair go?   with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2023/may/04/are-young-people-being-denied-a-fair-go-full-story-podcast-with-lenore-taylor,"Today’s young Australians will be the first generation to have lower living standards than their parents. With a housing system designed to generate wealth for older investors, a student debt avalanche spiralling out of control, and a welfare system pushing down wages, it is clear young Australians are struggling to make ends meet. Gabrielle Jackson talks to Guardian Australia’s editor-in-chief, Lenore Taylor, and deputy live news editor, Jo Tovey, about the generational divide in the cost-of-living crisis",2023-05-04,Presented by Gabrielle Jackson with Lenore Taylor and Josephine Tovey. Produced by Miles Herbert and Daniel Semo. The executive producer is Gabrielle Jackson
The end of recreational vaping in Australia,https://www.theguardian.com/australia-news/audio/2023/may/04/the-end-of-recreational-vaping-in-australia-full-story-podcast,"The Albanese government has announced the biggest smoking reforms in a decade – banning non-prescription vapes and hiking the tax on tobacco. Health minister Mark Butler says these reforms will close ‘the biggest loophole in Australian health care history’ that saw nicotine vapes marketed and sold to children.Medical editor Melissa Davey explains why the government has chosen this approach, and what these reforms means for vape users and sellers",2023-05-04,"Presented by Laura Murphy-Oates with Melissa Davey. Produced by Karishma Luthria, Miles Herbert and Joe Koning. Executive producer Hannah Parkes"
Will Labor fix its single parents mistake?,https://www.theguardian.com/australia-news/audio/2023/may/02/labors-chance-to-lift-single-parents-out-of-poverty-full-story-podcast,Single parents are waiting for next week’s federal budget to find out whether Labor will reverse welfare cuts the Gillard government made in 2012. This pushed tens of thousands of single parents on to the lower unemployment benefit and into poverty when their oldest child turned eight years old.Inequality reporter Stephanie Convery speaks to Jane Lee about the problem with the single parenting payment,2023-05-02,"Presented by Jane Lee with Stephanie Convery; produced by Miles Herbert, Allison Chan, Jane Lee; sound design and mixing by Daniel Semo; executive producer Hannah Parkes"
Why is Prince Harry suing the Sun and other tabloid newspapers?,https://www.theguardian.com/australia-news/audio/2023/may/01/why-is-prince-harry-suing-the-sun-and-other-tabloid-newspapers,"Last week, Prince Harry’s case over alleged phone hacking by the publisher of the Sun and News of the World reached the British high court. Jim Waterson reports",2023-05-01,"Presented by Nosheen Iqbal and Jim Waterson produced by Clizia Sala, Ruth Abrahams and Solomon King; executive producer Elizabeth Cassin"
A Labor MP on breaking ranks over jobseeker,https://www.theguardian.com/australia-news/audio/2023/may/01/a-labor-mp-on-breaking-ranks-over-jobseeker-full-story-podcast,"Amid the cost-of-living crisis, a growing chorus of Labor MPs are calling for the government to raise the rate of jobseeker – currently sitting at $50 a day. South-west Sydney MP, Michael Freelander, says people on the payment are ‘struggling to cope with even the most basics of life in a modern society’.Freelander speaks to Laura Murphy-Oates about the groundswell of support within Labor for raising the rate and why he believes change will occur within the year",2023-05-01,Presented by Laura Murphy-Oates Produced by Allison Chan and Karishma Luthria sound design and mixing by Joe Koning. Executive Producer Hannah Parkes
"Fox News and the consequences of lies, with Lenore Taylor",https://www.theguardian.com/australia-news/audio/2023/apr/28/fox-news-and-the-consequences-of-lies-with-lenore-taylor-full-story-podcast,"After a busy week for the Murdoch family, which saw Fox News settling out of court with voting machine company Dominion and Lachlan Murdoch dropping his defamation case against Crikey, they capped it all of off by firing one of their biggest stars – Tucker Carlson. But does the fallout from these high profile stories tell us anything we didn’t already know?Gabrielle Jackson talks to Guardian Australia’s editor-in-chief, Lenore Taylor, and head of news, Mike Ticher, about Fox News, the Murdochs and the media",2023-04-28,"Presented by Gabrielle Jackson, with Lenore Taylor and Mike Ticher . Produced by Miles Herbert and Joe Koning. The executive producer is Gabrielle Jackson"
Australia’s skyrocketing student debt,https://www.theguardian.com/australia-news/audio/2023/apr/27/australias-skyrocketing-student-debt-full-story-podcast,"On Wednesday it was revealed the Hecs-Help debt of millions of Australians will rise by 7% this year – the highest hike in decades. Data shows more graduates are struggling to pay back their loans amid stagnant wages, with the government crossbench and unions calling for urgent measures to help those trapped in a cycle of debt.Higher education reporter Caitlin Cassidy speaks to Laura Murphy-Oates about what’s going wrong in Australia’s student debt system",2023-04-27,"Presented by Laura Murphy-Oates with Caitlin Cassidy, produced by Allison Chan , sound design by Tegan Nicholls, executive producer Hannah Parkes"
Australia’s plan to confront the changing face of warfare,https://www.theguardian.com/australia-news/audio/2023/apr/25/australias-plan-to-confront-the-changing-face-of-warfare-full-story-podcast,The defence strategic review has found that the Australian defence force is ‘not fully fit for purpose’ and recommended projecting military power further from its shores. Foreign affairs and defence correspondent Daniel Hurst talks to Jane Lee about the future of the ADF,2023-04-25,"Presented by Jane Lee with Daniel Hurst. Produced by Miles Herbert, Joe Koning and Jane Lee. Sound design by Joe Koning. Executive producers Hannah Parkes and Miles Martignoni"
